DateKey,FullDateAlternateKey,DayNumberOfWeek,DayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,MonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20180523,5/23/2018,4,Wednesday,23,143,21,May,5,2,2018,1,4,2018,2
20180524,5/24/2018,5,Thursday,24,144,21,May,5,2,2018,1,4,2018,2
20180525,5/25/2018,6,Friday,25,145,21,May,5,2,2018,1,4,2018,2
20180526,5/26/2018,7,Saturday,26,146,21,May,5,2,2018,1,4,2018,2
20180527,5/27/2018,1,Sunday,27,147,22,May,5,2,2018,1,4,2018,2
20180528,5/28/2018,2,Monday,28,148,22,May,5,2,2018,1,4,2018,2
20180529,5/29/2018,3,Tuesday,29,149,22,May,5,2,2018,1,4,2018,2
20180530,5/30/2018,4,Wednesday,30,150,22,May,5,2,2018,1,4,2018,2
20180531,5/31/2018,5,Thursday,31,151,22,May,5,2,2018,1,4,2018,2
20180601,6/1/2018,6,Friday,1,152,22,June,6,2,2018,1,4,2018,2
20180602,6/2/2018,7,Saturday,2,153,22,June,6,2,2018,1,4,2018,2
20180603,6/3/2018,1,Sunday,3,154,23,June,6,2,2018,1,4,2018,2
20180604,6/4/2018,2,Monday,4,155,23,June,6,2,2018,1,4,2018,2
20180605,6/5/2018,3,Tuesday,5,156,23,June,6,2,2018,1,4,2018,2
20180606,6/6/2018,4,Wednesday,6,157,23,June,6,2,2018,1,4,2018,2
20180607,6/7/2018,5,Thursday,7,158,23,June,6,2,2018,1,4,2018,2
20180608,6/8/2018,6,Friday,8,159,23,June,6,2,2018,1,4,2018,2
20180609,6/9/2018,7,Saturday,9,160,23,June,6,2,2018,1,4,2018,2
20180610,6/10/2018,1,Sunday,10,161,24,June,6,2,2018,1,4,2018,2
20180611,6/11/2018,2,Monday,11,162,24,June,6,2,2018,1,4,2018,2
20180612,6/12/2018,3,Tuesday,12,163,24,June,6,2,2018,1,4,2018,2
20180613,6/13/2018,4,Wednesday,13,164,24,June,6,2,2018,1,4,2018,2
20180614,6/14/2018,5,Thursday,14,165,24,June,6,2,2018,1,4,2018,2
20180615,6/15/2018,6,Friday,15,166,24,June,6,2,2018,1,4,2018,2
20180616,6/16/2018,7,Saturday,16,167,24,June,6,2,2018,1,4,2018,2
20180617,6/17/2018,1,Sunday,17,168,25,June,6,2,2018,1,4,2018,2
20180618,6/18/2018,2,Monday,18,169,25,June,6,2,2018,1,4,2018,2
20180619,6/19/2018,3,Tuesday,19,170,25,June,6,2,2018,1,4,2018,2
20180620,6/20/2018,4,Wednesday,20,171,25,June,6,2,2018,1,4,2018,2
20180621,6/21/2018,5,Thursday,21,172,25,June,6,2,2018,1,4,2018,2
20180622,6/22/2018,6,Friday,22,173,25,June,6,2,2018,1,4,2018,2
20180623,6/23/2018,7,Saturday,23,174,25,June,6,2,2018,1,4,2018,2
20180624,6/24/2018,1,Sunday,24,175,26,June,6,2,2018,1,4,2018,2
20180625,6/25/2018,2,Monday,25,176,26,June,6,2,2018,1,4,2018,2
20180626,6/26/2018,3,Tuesday,26,177,26,June,6,2,2018,1,4,2018,2
20180627,6/27/2018,4,Wednesday,27,178,26,June,6,2,2018,1,4,2018,2
20180628,6/28/2018,5,Thursday,28,179,26,June,6,2,2018,1,4,2018,2
20180629,6/29/2018,6,Friday,29,180,26,June,6,2,2018,1,4,2018,2
20180630,6/30/2018,7,Saturday,30,181,26,June,6,2,2018,1,4,2018,2
20180701,7/1/2018,1,Sunday,1,182,27,July,7,3,2018,2,1,2024,1
20180702,7/2/2018,2,Monday,2,183,27,July,7,3,2018,2,1,2024,1
20180703,7/3/2018,3,Tuesday,3,184,27,July,7,3,2018,2,1,2024,1
20180704,7/4/2018,4,Wednesday,4,185,27,July,7,3,2018,2,1,2024,1
20180705,7/5/2018,5,Thursday,5,186,27,July,7,3,2018,2,1,2024,1
20180706,7/6/2018,6,Friday,6,187,27,July,7,3,2018,2,1,2024,1
20180707,7/7/2018,7,Saturday,7,188,27,July,7,3,2018,2,1,2024,1
20180708,7/8/2018,1,Sunday,8,189,28,July,7,3,2018,2,1,2024,1
20180709,7/9/2018,2,Monday,9,190,28,July,7,3,2018,2,1,2024,1
20180710,7/10/2018,3,Tuesday,10,191,28,July,7,3,2018,2,1,2024,1
20180711,7/11/2018,4,Wednesday,11,192,28,July,7,3,2018,2,1,2024,1
20180712,7/12/2018,5,Thursday,12,193,28,July,7,3,2018,2,1,2024,1
20180713,7/13/2018,6,Friday,13,194,28,July,7,3,2018,2,1,2024,1
20180714,7/14/2018,7,Saturday,14,195,28,July,7,3,2018,2,1,2024,1
20180715,7/15/2018,1,Sunday,15,196,29,July,7,3,2018,2,1,2024,1
20180716,7/16/2018,2,Monday,16,197,29,July,7,3,2018,2,1,2024,1
20180717,7/17/2018,3,Tuesday,17,198,29,July,7,3,2018,2,1,2024,1
20180718,7/18/2018,4,Wednesday,18,199,29,July,7,3,2018,2,1,2024,1
20180719,7/19/2018,5,Thursday,19,200,29,July,7,3,2018,2,1,2024,1
20180720,7/20/2018,6,Friday,20,201,29,July,7,3,2018,2,1,2024,1
20180721,7/21/2018,7,Saturday,21,202,29,July,7,3,2018,2,1,2024,1
20180722,7/22/2018,1,Sunday,22,203,30,July,7,3,2018,2,1,2024,1
20180723,7/23/2018,2,Monday,23,204,30,July,7,3,2018,2,1,2024,1
20180724,7/24/2018,3,Tuesday,24,205,30,July,7,3,2018,2,1,2024,1
20180725,7/25/2018,4,Wednesday,25,206,30,July,7,3,2018,2,1,2024,1
20180726,7/26/2018,5,Thursday,26,207,30,July,7,3,2018,2,1,2024,1
20180727,7/27/2018,6,Friday,27,208,30,July,7,3,2018,2,1,2024,1
20180728,7/28/2018,7,Saturday,28,209,30,July,7,3,2018,2,1,2024,1
20180729,7/29/2018,1,Sunday,29,210,31,July,7,3,2018,2,1,2024,1
20180730,7/30/2018,2,Monday,30,211,31,July,7,3,2018,2,1,2024,1
20180731,7/31/2018,3,Tuesday,31,212,31,July,7,3,2018,2,1,2024,1
20180801,8/1/2018,4,Wednesday,1,213,31,August,8,3,2018,2,1,2024,1
20180802,8/2/2018,5,Thursday,2,214,31,August,8,3,2018,2,1,2024,1
20180803,8/3/2018,6,Friday,3,215,31,August,8,3,2018,2,1,2024,1
20180804,8/4/2018,7,Saturday,4,216,31,August,8,3,2018,2,1,2024,1
20180805,8/5/2018,1,Sunday,5,217,32,August,8,3,2018,2,1,2024,1
20180806,8/6/2018,2,Monday,6,218,32,August,8,3,2018,2,1,2024,1
20180807,8/7/2018,3,Tuesday,7,219,32,August,8,3,2018,2,1,2024,1
20180808,8/8/2018,4,Wednesday,8,220,32,August,8,3,2018,2,1,2024,1
20180809,8/9/2018,5,Thursday,9,221,32,August,8,3,2018,2,1,2024,1
20180810,8/10/2018,6,Friday,10,222,32,August,8,3,2018,2,1,2024,1
20180811,8/11/2018,7,Saturday,11,223,32,August,8,3,2018,2,1,2024,1
20180812,8/12/2018,1,Sunday,12,224,33,August,8,3,2018,2,1,2024,1
20180813,8/13/2018,2,Monday,13,225,33,August,8,3,2018,2,1,2024,1
20180814,8/14/2018,3,Tuesday,14,226,33,August,8,3,2018,2,1,2024,1
20180815,8/15/2018,4,Wednesday,15,227,33,August,8,3,2018,2,1,2024,1
20180816,8/16/2018,5,Thursday,16,228,33,August,8,3,2018,2,1,2024,1
20180817,8/17/2018,6,Friday,17,229,33,August,8,3,2018,2,1,2024,1
20180818,8/18/2018,7,Saturday,18,230,33,August,8,3,2018,2,1,2024,1
20180819,8/19/2018,1,Sunday,19,231,34,August,8,3,2018,2,1,2024,1
20180820,8/20/2018,2,Monday,20,232,34,August,8,3,2018,2,1,2024,1
20180821,8/21/2018,3,Tuesday,21,233,34,August,8,3,2018,2,1,2024,1
20180822,8/22/2018,4,Wednesday,22,234,34,August,8,3,2018,2,1,2024,1
20180823,8/23/2018,5,Thursday,23,235,34,August,8,3,2018,2,1,2024,1
20180824,8/24/2018,6,Friday,24,236,34,August,8,3,2018,2,1,2024,1
20180825,8/25/2018,7,Saturday,25,237,34,August,8,3,2018,2,1,2024,1
20180826,8/26/2018,1,Sunday,26,238,35,August,8,3,2018,2,1,2024,1
20180827,8/27/2018,2,Monday,27,239,35,August,8,3,2018,2,1,2024,1
20180828,8/28/2018,3,Tuesday,28,240,35,August,8,3,2018,2,1,2024,1
20180829,8/29/2018,4,Wednesday,29,241,35,August,8,3,2018,2,1,2024,1
20180830,8/30/2018,5,Thursday,30,242,35,August,8,3,2018,2,1,2024,1
20180831,8/31/2018,6,Friday,31,243,35,August,8,3,2018,2,1,2024,1
20180901,9/1/2018,7,Saturday,1,244,35,September,9,3,2018,2,1,2024,1
20180902,9/2/2018,1,Sunday,2,245,36,September,9,3,2018,2,1,2024,1
20180903,9/3/2018,2,Monday,3,246,36,September,9,3,2018,2,1,2024,1
20180904,9/4/2018,3,Tuesday,4,247,36,September,9,3,2018,2,1,2024,1
20180905,9/5/2018,4,Wednesday,5,248,36,September,9,3,2018,2,1,2024,1
20180906,9/6/2018,5,Thursday,6,249,36,September,9,3,2018,2,1,2024,1
20180907,9/7/2018,6,Friday,7,250,36,September,9,3,2018,2,1,2024,1
20180908,9/8/2018,7,Saturday,8,251,36,September,9,3,2018,2,1,2024,1
20180909,9/9/2018,1,Sunday,9,252,37,September,9,3,2018,2,1,2024,1
20180910,9/10/2018,2,Monday,10,253,37,September,9,3,2018,2,1,2024,1
20180911,9/11/2018,3,Tuesday,11,254,37,September,9,3,2018,2,1,2024,1
20180912,9/12/2018,4,Wednesday,12,255,37,September,9,3,2018,2,1,2024,1
20180913,9/13/2018,5,Thursday,13,256,37,September,9,3,2018,2,1,2024,1
20180914,9/14/2018,6,Friday,14,257,37,September,9,3,2018,2,1,2024,1
20180915,9/15/2018,7,Saturday,15,258,37,September,9,3,2018,2,1,2024,1
20180916,9/16/2018,1,Sunday,16,259,38,September,9,3,2018,2,1,2024,1
20180917,9/17/2018,2,Monday,17,260,38,September,9,3,2018,2,1,2024,1
20180918,9/18/2018,3,Tuesday,18,261,38,September,9,3,2018,2,1,2024,1
20180919,9/19/2018,4,Wednesday,19,262,38,September,9,3,2018,2,1,2024,1
20180920,9/20/2018,5,Thursday,20,263,38,September,9,3,2018,2,1,2024,1
20180921,9/21/2018,6,Friday,21,264,38,September,9,3,2018,2,1,2024,1
20180922,9/22/2018,7,Saturday,22,265,38,September,9,3,2018,2,1,2024,1
20180923,9/23/2018,1,Sunday,23,266,39,September,9,3,2018,2,1,2024,1
20180924,9/24/2018,2,Monday,24,267,39,September,9,3,2018,2,1,2024,1
20180925,9/25/2018,3,Tuesday,25,268,39,September,9,3,2018,2,1,2024,1
20180926,9/26/2018,4,Wednesday,26,269,39,September,9,3,2018,2,1,2024,1
20180927,9/27/2018,5,Thursday,27,270,39,September,9,3,2018,2,1,2024,1
20180928,9/28/2018,6,Friday,28,271,39,September,9,3,2018,2,1,2024,1
20180929,9/29/2018,7,Saturday,29,272,39,September,9,3,2018,2,1,2024,1
20180930,9/30/2018,1,Sunday,30,273,40,September,9,3,2018,2,1,2024,1
20181001,10/1/2018,2,Monday,1,274,40,October,10,4,2018,2,2,2024,1
20181002,10/2/2018,3,Tuesday,2,275,40,October,10,4,2018,2,2,2024,1
20181003,10/3/2018,4,Wednesday,3,276,40,October,10,4,2018,2,2,2024,1
20181004,10/4/2018,5,Thursday,4,277,40,October,10,4,2018,2,2,2024,1
20181005,10/5/2018,6,Friday,5,278,40,October,10,4,2018,2,2,2024,1
20181006,10/6/2018,7,Saturday,6,279,40,October,10,4,2018,2,2,2024,1
20181007,10/7/2018,1,Sunday,7,280,41,October,10,4,2018,2,2,2024,1
20181008,10/8/2018,2,Monday,8,281,41,October,10,4,2018,2,2,2024,1
20181009,10/9/2018,3,Tuesday,9,282,41,October,10,4,2018,2,2,2024,1
20181010,10/10/2018,4,Wednesday,10,283,41,October,10,4,2018,2,2,2024,1
20181011,10/11/2018,5,Thursday,11,284,41,October,10,4,2018,2,2,2024,1
20181012,10/12/2018,6,Friday,12,285,41,October,10,4,2018,2,2,2024,1
20181013,10/13/2018,7,Saturday,13,286,41,October,10,4,2018,2,2,2024,1
20181014,10/14/2018,1,Sunday,14,287,42,October,10,4,2018,2,2,2024,1
20181015,10/15/2018,2,Monday,15,288,42,October,10,4,2018,2,2,2024,1
20181016,10/16/2018,3,Tuesday,16,289,42,October,10,4,2018,2,2,2024,1
20181017,10/17/2018,4,Wednesday,17,290,42,October,10,4,2018,2,2,2024,1
20181018,10/18/2018,5,Thursday,18,291,42,October,10,4,2018,2,2,2024,1
20181019,10/19/2018,6,Friday,19,292,42,October,10,4,2018,2,2,2024,1
20181020,10/20/2018,7,Saturday,20,293,42,October,10,4,2018,2,2,2024,1
20181021,10/21/2018,1,Sunday,21,294,43,October,10,4,2018,2,2,2024,1
20181022,10/22/2018,2,Monday,22,295,43,October,10,4,2018,2,2,2024,1
20181023,10/23/2018,3,Tuesday,23,296,43,October,10,4,2018,2,2,2024,1
20181024,10/24/2018,4,Wednesday,24,297,43,October,10,4,2018,2,2,2024,1
20181025,10/25/2018,5,Thursday,25,298,43,October,10,4,2018,2,2,2024,1
20181026,10/26/2018,6,Friday,26,299,43,October,10,4,2018,2,2,2024,1
20181027,10/27/2018,7,Saturday,27,300,43,October,10,4,2018,2,2,2024,1
20181028,10/28/2018,1,Sunday,28,301,44,October,10,4,2018,2,2,2024,1
20181029,10/29/2018,2,Monday,29,302,44,October,10,4,2018,2,2,2024,1
20181030,10/30/2018,3,Tuesday,30,303,44,October,10,4,2018,2,2,2024,1
20181031,10/31/2018,4,Wednesday,31,304,44,October,10,4,2018,2,2,2024,1
20181101,11/1/2018,5,Thursday,1,305,44,November,11,4,2018,2,2,2024,1
20181102,11/2/2018,6,Friday,2,306,44,November,11,4,2018,2,2,2024,1
20181103,11/3/2018,7,Saturday,3,307,44,November,11,4,2018,2,2,2024,1
20181104,11/4/2018,1,Sunday,4,308,45,November,11,4,2018,2,2,2024,1
20181105,11/5/2018,2,Monday,5,309,45,November,11,4,2018,2,2,2024,1
20181106,11/6/2018,3,Tuesday,6,310,45,November,11,4,2018,2,2,2024,1
20181107,11/7/2018,4,Wednesday,7,311,45,November,11,4,2018,2,2,2024,1
20181108,11/8/2018,5,Thursday,8,312,45,November,11,4,2018,2,2,2024,1
20181109,11/9/2018,6,Friday,9,313,45,November,11,4,2018,2,2,2024,1
20181110,11/10/2018,7,Saturday,10,314,45,November,11,4,2018,2,2,2024,1
20181111,11/11/2018,1,Sunday,11,315,46,November,11,4,2018,2,2,2024,1
20181112,11/12/2018,2,Monday,12,316,46,November,11,4,2018,2,2,2024,1
20181113,11/13/2018,3,Tuesday,13,317,46,November,11,4,2018,2,2,2024,1
20181114,11/14/2018,4,Wednesday,14,318,46,November,11,4,2018,2,2,2024,1
20181115,11/15/2018,5,Thursday,15,319,46,November,11,4,2018,2,2,2024,1
20181116,11/16/2018,6,Friday,16,320,46,November,11,4,2018,2,2,2024,1
20181117,11/17/2018,7,Saturday,17,321,46,November,11,4,2018,2,2,2024,1
20181118,11/18/2018,1,Sunday,18,322,47,November,11,4,2018,2,2,2024,1
20181119,11/19/2018,2,Monday,19,323,47,November,11,4,2018,2,2,2024,1
20181120,11/20/2018,3,Tuesday,20,324,47,November,11,4,2018,2,2,2024,1
20181121,11/21/2018,4,Wednesday,21,325,47,November,11,4,2018,2,2,2024,1
20181122,11/22/2018,5,Thursday,22,326,47,November,11,4,2018,2,2,2024,1
20181123,11/23/2018,6,Friday,23,327,47,November,11,4,2018,2,2,2024,1
20181124,11/24/2018,7,Saturday,24,328,47,November,11,4,2018,2,2,2024,1
20181125,11/25/2018,1,Sunday,25,329,48,November,11,4,2018,2,2,2024,1
20181126,11/26/2018,2,Monday,26,330,48,November,11,4,2018,2,2,2024,1
20181127,11/27/2018,3,Tuesday,27,331,48,November,11,4,2018,2,2,2024,1
20181128,11/28/2018,4,Wednesday,28,332,48,November,11,4,2018,2,2,2024,1
20181129,11/29/2018,5,Thursday,29,333,48,November,11,4,2018,2,2,2024,1
20181130,11/30/2018,6,Friday,30,334,48,November,11,4,2018,2,2,2024,1
20181201,12/1/2018,7,Saturday,1,335,48,December,12,4,2018,2,2,2024,1
20181202,12/2/2018,1,Sunday,2,336,49,December,12,4,2018,2,2,2024,1
20181203,12/3/2018,2,Monday,3,337,49,December,12,4,2018,2,2,2024,1
20181204,12/4/2018,3,Tuesday,4,338,49,December,12,4,2018,2,2,2024,1
20181205,12/5/2018,4,Wednesday,5,339,49,December,12,4,2018,2,2,2024,1
20181206,12/6/2018,5,Thursday,6,340,49,December,12,4,2018,2,2,2024,1
20181207,12/7/2018,6,Friday,7,341,49,December,12,4,2018,2,2,2024,1
20181208,12/8/2018,7,Saturday,8,342,49,December,12,4,2018,2,2,2024,1
20181209,12/9/2018,1,Sunday,9,343,50,December,12,4,2018,2,2,2024,1
20181210,12/10/2018,2,Monday,10,344,50,December,12,4,2018,2,2,2024,1
20181211,12/11/2018,3,Tuesday,11,345,50,December,12,4,2018,2,2,2024,1
20181212,12/12/2018,4,Wednesday,12,346,50,December,12,4,2018,2,2,2024,1
20181213,12/13/2018,5,Thursday,13,347,50,December,12,4,2018,2,2,2024,1
20181214,12/14/2018,6,Friday,14,348,50,December,12,4,2018,2,2,2024,1
20181215,12/15/2018,7,Saturday,15,349,50,December,12,4,2018,2,2,2024,1
20181216,12/16/2018,1,Sunday,16,350,51,December,12,4,2018,2,2,2024,1
20181217,12/17/2018,2,Monday,17,351,51,December,12,4,2018,2,2,2024,1
20181218,12/18/2018,3,Tuesday,18,352,51,December,12,4,2018,2,2,2024,1
20181219,12/19/2018,4,Wednesday,19,353,51,December,12,4,2018,2,2,2024,1
20181220,12/20/2018,5,Thursday,20,354,51,December,12,4,2018,2,2,2024,1
20181221,12/21/2018,6,Friday,21,355,51,December,12,4,2018,2,2,2024,1
20181222,12/22/2018,7,Saturday,22,356,51,December,12,4,2018,2,2,2024,1
20181223,12/23/2018,1,Sunday,23,357,52,December,12,4,2018,2,2,2024,1
20181224,12/24/2018,2,Monday,24,358,52,December,12,4,2018,2,2,2024,1
20181225,12/25/2018,3,Tuesday,25,359,52,December,12,4,2018,2,2,2024,1
20181226,12/26/2018,4,Wednesday,26,360,52,December,12,4,2018,2,2,2024,1
20181227,12/27/2018,5,Thursday,27,361,52,December,12,4,2018,2,2,2024,1
20181228,12/28/2018,6,Friday,28,362,52,December,12,4,2018,2,2,2024,1
20181229,12/29/2018,7,Saturday,29,363,52,December,12,4,2018,2,2,2024,1
20181230,12/30/2018,1,Sunday,30,364,53,December,12,4,2018,2,2,2024,1
20181231,12/31/2018,2,Monday,31,365,53,December,12,4,2018,2,2,2024,1
20240101,1/1/2024,3,Tuesday,1,1,1,January,1,1,2024,1,3,2024,2
20240102,1/2/2024,4,Wednesday,2,2,1,January,1,1,2024,1,3,2024,2
20240103,1/3/2024,5,Thursday,3,3,1,January,1,1,2024,1,3,2024,2
20240104,1/4/2024,6,Friday,4,4,1,January,1,1,2024,1,3,2024,2
20240105,1/5/2024,7,Saturday,5,5,1,January,1,1,2024,1,3,2024,2
20240106,1/6/2024,1,Sunday,6,6,2,January,1,1,2024,1,3,2024,2
20240107,1/7/2024,2,Monday,7,7,2,January,1,1,2024,1,3,2024,2
20240108,1/8/2024,3,Tuesday,8,8,2,January,1,1,2024,1,3,2024,2
20240109,1/9/2024,4,Wednesday,9,9,2,January,1,1,2024,1,3,2024,2
20240110,1/10/2024,5,Thursday,10,10,2,January,1,1,2024,1,3,2024,2
20240111,1/11/2024,6,Friday,11,11,2,January,1,1,2024,1,3,2024,2
20240112,1/12/2024,7,Saturday,12,12,2,January,1,1,2024,1,3,2024,2
20240113,1/13/2024,1,Sunday,13,13,3,January,1,1,2024,1,3,2024,2
20240114,1/14/2024,2,Monday,14,14,3,January,1,1,2024,1,3,2024,2
20240115,1/15/2024,3,Tuesday,15,15,3,January,1,1,2024,1,3,2024,2
20240116,1/16/2024,4,Wednesday,16,16,3,January,1,1,2024,1,3,2024,2
20240117,1/17/2024,5,Thursday,17,17,3,January,1,1,2024,1,3,2024,2
20240118,1/18/2024,6,Friday,18,18,3,January,1,1,2024,1,3,2024,2
20240119,1/19/2024,7,Saturday,19,19,3,January,1,1,2024,1,3,2024,2
20240120,1/20/2024,1,Sunday,20,20,4,January,1,1,2024,1,3,2024,2
20240121,1/21/2024,2,Monday,21,21,4,January,1,1,2024,1,3,2024,2
20240122,1/22/2024,3,Tuesday,22,22,4,January,1,1,2024,1,3,2024,2
20240123,1/23/2024,4,Wednesday,23,23,4,January,1,1,2024,1,3,2024,2
20240124,1/24/2024,5,Thursday,24,24,4,January,1,1,2024,1,3,2024,2
20240125,1/25/2024,6,Friday,25,25,4,January,1,1,2024,1,3,2024,2
20240126,1/26/2024,7,Saturday,26,26,4,January,1,1,2024,1,3,2024,2
20240127,1/27/2024,1,Sunday,27,27,5,January,1,1,2024,1,3,2024,2
20240128,1/28/2024,2,Monday,28,28,5,January,1,1,2024,1,3,2024,2
20240129,1/29/2024,3,Tuesday,29,29,5,January,1,1,2024,1,3,2024,2
20240130,1/30/2024,4,Wednesday,30,30,5,January,1,1,2024,1,3,2024,2
20240131,1/31/2024,5,Thursday,31,31,5,January,1,1,2024,1,3,2024,2
20240201,2/1/2024,6,Friday,1,32,5,February,2,1,2024,1,3,2024,2
20240202,2/2/2024,7,Saturday,2,33,5,February,2,1,2024,1,3,2024,2
20240203,2/3/2024,1,Sunday,3,34,6,February,2,1,2024,1,3,2024,2
20240204,2/4/2024,2,Monday,4,35,6,February,2,1,2024,1,3,2024,2
20240205,2/5/2024,3,Tuesday,5,36,6,February,2,1,2024,1,3,2024,2
20240206,2/6/2024,4,Wednesday,6,37,6,February,2,1,2024,1,3,2024,2
20240207,2/7/2024,5,Thursday,7,38,6,February,2,1,2024,1,3,2024,2
20240208,2/8/2024,6,Friday,8,39,6,February,2,1,2024,1,3,2024,2
20240209,2/9/2024,7,Saturday,9,40,6,February,2,1,2024,1,3,2024,2
20240210,2/10/2024,1,Sunday,10,41,7,February,2,1,2024,1,3,2024,2
20240211,2/11/2024,2,Monday,11,42,7,February,2,1,2024,1,3,2024,2
20240212,2/12/2024,3,Tuesday,12,43,7,February,2,1,2024,1,3,2024,2
20240213,2/13/2024,4,Wednesday,13,44,7,February,2,1,2024,1,3,2024,2
20240214,2/14/2024,5,Thursday,14,45,7,February,2,1,2024,1,3,2024,2
20240215,2/15/2024,6,Friday,15,46,7,February,2,1,2024,1,3,2024,2
20240216,2/16/2024,7,Saturday,16,47,7,February,2,1,2024,1,3,2024,2
20240217,2/17/2024,1,Sunday,17,48,8,February,2,1,2024,1,3,2024,2
20240218,2/18/2024,2,Monday,18,49,8,February,2,1,2024,1,3,2024,2
20240219,2/19/2024,3,Tuesday,19,50,8,February,2,1,2024,1,3,2024,2
20240220,2/20/2024,4,Wednesday,20,51,8,February,2,1,2024,1,3,2024,2
20240221,2/21/2024,5,Thursday,21,52,8,February,2,1,2024,1,3,2024,2
20240222,2/22/2024,6,Friday,22,53,8,February,2,1,2024,1,3,2024,2
20240223,2/23/2024,7,Saturday,23,54,8,February,2,1,2024,1,3,2024,2
20240224,2/24/2024,1,Sunday,24,55,9,February,2,1,2024,1,3,2024,2
20240225,2/25/2024,2,Monday,25,56,9,February,2,1,2024,1,3,2024,2
20240226,2/26/2024,3,Tuesday,26,57,9,February,2,1,2024,1,3,2024,2
20240227,2/27/2024,4,Wednesday,27,58,9,February,2,1,2024,1,3,2024,2
20240228,2/28/2024,5,Thursday,28,59,9,February,2,1,2024,1,3,2024,2
20240301,3/1/2024,6,Friday,1,60,9,March,3,1,2024,1,3,2024,2
20240302,3/2/2024,7,Saturday,2,61,9,March,3,1,2024,1,3,2024,2
20240303,3/3/2024,1,Sunday,3,62,10,March,3,1,2024,1,3,2024,2
20240304,3/4/2024,2,Monday,4,63,10,March,3,1,2024,1,3,2024,2
20240305,3/5/2024,3,Tuesday,5,64,10,March,3,1,2024,1,3,2024,2
20240306,3/6/2024,4,Wednesday,6,65,10,March,3,1,2024,1,3,2024,2
20240307,3/7/2024,5,Thursday,7,66,10,March,3,1,2024,1,3,2024,2
20240308,3/8/2024,6,Friday,8,67,10,March,3,1,2024,1,3,2024,2
20240309,3/9/2024,7,Saturday,9,68,10,March,3,1,2024,1,3,2024,2
20240310,3/10/2024,1,Sunday,10,69,11,March,3,1,2024,1,3,2024,2
20240311,3/11/2024,2,Monday,11,70,11,March,3,1,2024,1,3,2024,2
20240312,3/12/2024,3,Tuesday,12,71,11,March,3,1,2024,1,3,2024,2
20240313,3/13/2024,4,Wednesday,13,72,11,March,3,1,2024,1,3,2024,2
20240314,3/14/2024,5,Thursday,14,73,11,March,3,1,2024,1,3,2024,2
20240315,3/15/2024,6,Friday,15,74,11,March,3,1,2024,1,3,2024,2
20240316,3/16/2024,7,Saturday,16,75,11,March,3,1,2024,1,3,2024,2
20240317,3/17/2024,1,Sunday,17,76,12,March,3,1,2024,1,3,2024,2
20240318,3/18/2024,2,Monday,18,77,12,March,3,1,2024,1,3,2024,2
20240319,3/19/2024,3,Tuesday,19,78,12,March,3,1,2024,1,3,2024,2
20240320,3/20/2024,4,Wednesday,20,79,12,March,3,1,2024,1,3,2024,2
20240321,3/21/2024,5,Thursday,21,80,12,March,3,1,2024,1,3,2024,2
20240322,3/22/2024,6,Friday,22,81,12,March,3,1,2024,1,3,2024,2
20240323,3/23/2024,7,Saturday,23,82,12,March,3,1,2024,1,3,2024,2
20240324,3/24/2024,1,Sunday,24,83,13,March,3,1,2024,1,3,2024,2
20240325,3/25/2024,2,Monday,25,84,13,March,3,1,2024,1,3,2024,2
20240326,3/26/2024,3,Tuesday,26,85,13,March,3,1,2024,1,3,2024,2
20240327,3/27/2024,4,Wednesday,27,86,13,March,3,1,2024,1,3,2024,2
20240328,3/28/2024,5,Thursday,28,87,13,March,3,1,2024,1,3,2024,2
20240329,3/29/2024,6,Friday,29,88,13,March,3,1,2024,1,3,2024,2
20240330,3/30/2024,7,Saturday,30,89,13,March,3,1,2024,1,3,2024,2
20240331,3/31/2024,1,Sunday,31,90,14,March,3,1,2024,1,3,2024,2
20240401,4/1/2024,2,Monday,1,91,14,April,4,2,2024,1,4,2024,2
20240402,4/2/2024,3,Tuesday,2,92,14,April,4,2,2024,1,4,2024,2
20240403,4/3/2024,4,Wednesday,3,93,14,April,4,2,2024,1,4,2024,2
20240404,4/4/2024,5,Thursday,4,94,14,April,4,2,2024,1,4,2024,2
20240405,4/5/2024,6,Friday,5,95,14,April,4,2,2024,1,4,2024,2
20240406,4/6/2024,7,Saturday,6,96,14,April,4,2,2024,1,4,2024,2
20240407,4/7/2024,1,Sunday,7,97,15,April,4,2,2024,1,4,2024,2
20240408,4/8/2024,2,Monday,8,98,15,April,4,2,2024,1,4,2024,2
20240409,4/9/2024,3,Tuesday,9,99,15,April,4,2,2024,1,4,2024,2
20240410,4/10/2024,4,Wednesday,10,100,15,April,4,2,2024,1,4,2024,2
20240411,4/11/2024,5,Thursday,11,101,15,April,4,2,2024,1,4,2024,2
20240412,4/12/2024,6,Friday,12,102,15,April,4,2,2024,1,4,2024,2
20240413,4/13/2024,7,Saturday,13,103,15,April,4,2,2024,1,4,2024,2
20240414,4/14/2024,1,Sunday,14,104,16,April,4,2,2024,1,4,2024,2
20240415,4/15/2024,2,Monday,15,105,16,April,4,2,2024,1,4,2024,2
20240416,4/16/2024,3,Tuesday,16,106,16,April,4,2,2024,1,4,2024,2
20240417,4/17/2024,4,Wednesday,17,107,16,April,4,2,2024,1,4,2024,2
